#chr	start	end	geneID	strand	TSS	TES	dist_closest_edge	dist_TSS	dist_TES	overlap_transcript	overlap_promoter
chr1	145591041	145591176	BC052693_2810422O20Rik	+	165924541	165927371	20333365	20333365	20336195	0	0
chr1	145591041	145591176	BC053100_5730559C18Rik	-	138130841	138110108	7460200	7460200	7480933	0	0
chr1	145591041	145591176	BC055845_2810025M15Rik	+	159342483	159350353	13751307	13751307	13759177	0	0
chr1	145591041	145591176	BC049713_Ankrd45	+	163072817	163099826	17481641	17481641	17508650	0	0
chr1	145591041	145591176	BC052693_2810422O20Rik	+	165924541	165927371	20333365	20333365	20336195	0	0
chr1	145591041	145591176	BC053100_5730559C18Rik	-	138130841	138110108	7460200	7460200	7480933	0	0
chr1	145591041	145591176	BC055845_2810025M15Rik	+	159342483	159350353	13751307	13751307	13759177	0	0
chr1	145591041	145591176	BC049713_Ankrd45	+	163072817	163099826	17481641	17481641	17508650	0	0
chr1	145591041	145591176	BC052693_2810422O20Rik	+	165924541	165927371	20333365	20333365	20336195	0	0
chr1	145591041	145591176	BC053100_5730559C18Rik	-	138130841	138110108	7460200	7460200	7480933	0	0
chr1	145591041	145591176	BC055845_2810025M15Rik	+	159342483	159350353	13751307	13751307	13759177	0	0
chr1	145591041	145591176	BC049713_Ankrd45	+	163072817	163099826	17481641	17481641	17508650	0	0
chr1	145591041	145591176	BC052693_2810422O20Rik	+	165924541	165927371	20333365	20333365	20336195	0	0
chr1	145591041	145591176	BC053100_5730559C18Rik	-	138130841	138110108	7460200	7460200	7480933	0	0
chr1	145591041	145591176	BC055845_2810025M15Rik	+	159342483	159350353	13751307	13751307	13759177	0	0
chr1	145591041	145591176	BC049713_Ankrd45	+	163072817	163099826	17481641	17481641	17508650	0	0
chr1	145591041	145591176	BC052693_2810422O20Rik	+	165924541	165927371	20333365	20333365	20336195	0	0
chr1	145591041	145591176	BC053100_5730559C18Rik	-	138130841	138110108	7460200	7460200	7480933	0	0
chr1	145591041	145591176	BC055845_2810025M15Rik	+	159342483	159350353	13751307	13751307	13759177	0	0
chr1	145591041	145591176	BC049713_Ankrd45	+	163072817	163099826	17481641	17481641	17508650	0	0
chr1	145591041	145591176	BC052693_2810422O20Rik	+	165924541	165927371	20333365	20333365	20336195	0	0
chr1	145591041	145591176	BC053100_5730559C18Rik	-	138130841	138110108	7460200	7460200	7480933	0	0
chr1	145591041	145591176	BC055845_2810025M15Rik	+	159342483	159350353	13751307	13751307	13759177	0	0
chr1	145591041	145591176	BC049713_Ankrd45	+	163072817	163099826	17481641	17481641	17508650	0	0
chr1	145591041	145591176	BC052693_2810422O20Rik	+	165924541	165927371	20333365	20333365	20336195	0	0
chr1	154971572	154971673	BC055845_2810025M15Rik	+	159342483	159350353	4370810	4370810	4378680	0	0
chr1	154971572	154971673	BC049713_Ankrd45	+	163072817	163099826	8101144	8101144	8128153	0	0
chr1	154971572	154971673	BC052693_2810422O20Rik	+	165924541	165927371	10952868	10952868	10955698	0	0
chr1	154971572	154971673	BC053100_5730559C18Rik	-	138130841	138110108	16840731	16840731	16861464	0	0
chr1	155123313	155123435	BC055845_2810025M15Rik	+	159342483	159350353	4219048	4219048	4226918	0	0
chr1	155123313	155123435	BC049713_Ankrd45	+	163072817	163099826	7949382	7949382	7976391	0	0
chr1	155123313	155123435	BC052693_2810422O20Rik	+	165924541	165927371	10801106	10801106	10803936	0	0
chr1	155123313	155123435	BC053100_5730559C18Rik	-	138130841	138110108	16992472	16992472	17013205	0	0
chr1	155123313	155123435	BC055845_2810025M15Rik	+	159342483	159350353	4219048	4219048	4226918	0	0
chr1	155123313	155123435	BC049713_Ankrd45	+	163072817	163099826	7949382	7949382	7976391	0	0
chr1	155123313	155123435	BC052693_2810422O20Rik	+	165924541	165927371	10801106	10801106	10803936	0	0
chr1	155123313	155123435	BC053100_5730559C18Rik	-	138130841	138110108	16992472	16992472	17013205	0	0
chr1	158510523	158510813	BC055845_2810025M15Rik	+	159342483	159350353	831670	831670	839540	0	0
chr1	158510523	158510813	BC049713_Ankrd45	+	163072817	163099826	4562004	4562004	4589013	0	0
chr1	158510523	158510813	BC052693_2810422O20Rik	+	165924541	165927371	7413728	7413728	7416558	0	0
chr1	158510523	158510813	BC053100_5730559C18Rik	-	138130841	138110108	20379682	20379682	20400415	0	0
chr1	158510523	158510813	BC055845_2810025M15Rik	+	159342483	159350353	831670	831670	839540	0	0
chr1	158510523	158510813	BC049713_Ankrd45	+	163072817	163099826	4562004	4562004	4589013	0	0
chr1	158510523	158510813	BC052693_2810422O20Rik	+	165924541	165927371	7413728	7413728	7416558	0	0
chr1	158510523	158510813	BC053100_5730559C18Rik	-	138130841	138110108	20379682	20379682	20400415	0	0
chr1	158537267	158537411	BC055845_2810025M15Rik	+	159342483	159350353	805072	805072	812942	0	0
chr1	158537267	158537411	BC049713_Ankrd45	+	163072817	163099826	4535406	4535406	4562415	0	0
chr1	158537267	158537411	BC052693_2810422O20Rik	+	165924541	165927371	7387130	7387130	7389960	0	0
chr1	158537267	158537411	BC053100_5730559C18Rik	-	138130841	138110108	20406426	20406426	20427159	0	0
chr1	158537267	158537411	BC055845_2810025M15Rik	+	159342483	159350353	805072	805072	812942	0	0
chr1	158537267	158537411	BC049713_Ankrd45	+	163072817	163099826	4535406	4535406	4562415	0	0
chr1	158537267	158537411	BC052693_2810422O20Rik	+	165924541	165927371	7387130	7387130	7389960	0	0
chr1	158537267	158537411	BC053100_5730559C18Rik	-	138130841	138110108	20406426	20406426	20427159	0	0
chr1	158580638	158580759	BC055845_2810025M15Rik	+	159342483	159350353	761724	761724	769594	0	0
chr1	158580638	158580759	BC049713_Ankrd45	+	163072817	163099826	4492058	4492058	4519067	0	0
chr1	158580638	158580759	BC052693_2810422O20Rik	+	165924541	165927371	7343782	7343782	7346612	0	0
chr1	158580638	158580759	BC053100_5730559C18Rik	-	138130841	138110108	20449797	20449797	20470530	0	0
chr1	158835251	158835391	BC055845_2810025M15Rik	+	159342483	159350353	507092	507092	514962	0	0
chr1	158835251	158835391	BC049713_Ankrd45	+	163072817	163099826	4237426	4237426	4264435	0	0
chr1	158835251	158835391	BC052693_2810422O20Rik	+	165924541	165927371	7089150	7089150	7091980	0	0
chr1	158835251	158835391	BC053100_5730559C18Rik	-	138130841	138110108	20704410	20704410	20725143	0	0
chr1	158835251	158835391	BC055845_2810025M15Rik	+	159342483	159350353	507092	507092	514962	0	0
chr1	158835251	158835391	BC049713_Ankrd45	+	163072817	163099826	4237426	4237426	4264435	0	0
chr1	158835251	158835391	BC052693_2810422O20Rik	+	165924541	165927371	7089150	7089150	7091980	0	0
chr1	158835251	158835391	BC053100_5730559C18Rik	-	138130841	138110108	20704410	20704410	20725143	0	0
chr1	158835251	158835391	BC055845_2810025M15Rik	+	159342483	159350353	507092	507092	514962	0	0
chr1	158835251	158835391	BC049713_Ankrd45	+	163072817	163099826	4237426	4237426	4264435	0	0
chr1	158835251	158835391	BC052693_2810422O20Rik	+	165924541	165927371	7089150	7089150	7091980	0	0
chr1	158835251	158835391	BC053100_5730559C18Rik	-	138130841	138110108	20704410	20704410	20725143	0	0
chr1	158835251	158835391	BC055845_2810025M15Rik	+	159342483	159350353	507092	507092	514962	0	0
chr1	158835251	158835391	BC049713_Ankrd45	+	163072817	163099826	4237426	4237426	4264435	0	0
chr1	158835251	158835391	BC052693_2810422O20Rik	+	165924541	165927371	7089150	7089150	7091980	0	0
chr1	158835251	158835391	BC053100_5730559C18Rik	-	138130841	138110108	20704410	20704410	20725143	0	0
chr1	158835251	158835391	BC055845_2810025M15Rik	+	159342483	159350353	507092	507092	514962	0	0
chr1	158835251	158835391	BC049713_Ankrd45	+	163072817	163099826	4237426	4237426	4264435	0	0
chr1	158835251	158835391	BC052693_2810422O20Rik	+	165924541	165927371	7089150	7089150	7091980	0	0
chr1	158835251	158835391	BC053100_5730559C18Rik	-	138130841	138110108	20704410	20704410	20725143	0	0
chr1	158835251	158835391	BC055845_2810025M15Rik	+	159342483	159350353	507092	507092	514962	0	0
chr1	158835251	158835391	BC049713_Ankrd45	+	163072817	163099826	4237426	4237426	4264435	0	0
chr1	158835251	158835391	BC052693_2810422O20Rik	+	165924541	165927371	7089150	7089150	7091980	0	0
chr1	158835251	158835391	BC053100_5730559C18Rik	-	138130841	138110108	20704410	20704410	20725143	0	0
chr1	159240736	159240866	BC055845_2810025M15Rik	+	159342483	159350353	101617	101617	109487	0	0
chr1	159240736	159240866	BC049713_Ankrd45	+	163072817	163099826	3831951	3831951	3858960	0	0
chr1	159240736	159240866	BC052693_2810422O20Rik	+	165924541	165927371	6683675	6683675	6686505	0	0
chr1	159240736	159240866	BC053100_5730559C18Rik	-	138130841	138110108	21109895	21109895	21130628	0	0
chr1	159240736	159240866	BC055845_2810025M15Rik	+	159342483	159350353	101617	101617	109487	0	0
chr1	159240736	159240866	BC049713_Ankrd45	+	163072817	163099826	3831951	3831951	3858960	0	0
chr1	159240736	159240866	BC052693_2810422O20Rik	+	165924541	165927371	6683675	6683675	6686505	0	0
chr1	159240736	159240866	BC053100_5730559C18Rik	-	138130841	138110108	21109895	21109895	21130628	0	0
chr1	163827897	163828062	BC049713_Ankrd45	+	163072817	163099826	728071	755080	728071	0	0
chr1	163827897	163828062	BC052693_2810422O20Rik	+	165924541	165927371	2096479	2096479	2099309	0	0
chr1	163827897	163828062	BC055845_2810025M15Rik	+	159342483	159350353	4477544	4485414	4477544	0	0
chr1	163827897	163828062	BC054802_9630058J23Rik	+	181476521	181558044	17648459	17648459	17729982	0	0
chr1	163827897	163828062	BC049713_Ankrd45	+	163072817	163099826	728071	755080	728071	0	0
chr1	163827897	163828062	BC052693_2810422O20Rik	+	165924541	165927371	2096479	2096479	2099309	0	0
chr1	163827897	163828062	BC055845_2810025M15Rik	+	159342483	159350353	4477544	4485414	4477544	0	0
chr1	163827897	163828062	BC054802_9630058J23Rik	+	181476521	181558044	17648459	17648459	17729982	0	0
chr1	163827897	163828062	BC049713_Ankrd45	+	163072817	163099826	728071	755080	728071	0	0
chr1	163827897	163828062	BC052693_2810422O20Rik	+	165924541	165927371	2096479	2096479	2099309	0	0
chr1	163827897	163828062	BC055845_2810025M15Rik	+	159342483	159350353	4477544	4485414	4477544	0	0
chr1	163827897	163828062	BC054802_9630058J23Rik	+	181476521	181558044	17648459	17648459	17729982	0	0
chr1	164215623	164215935	BC049713_Ankrd45	+	163072817	163099826	1115797	1142806	1115797	0	0
chr1	164215623	164215935	BC052693_2810422O20Rik	+	165924541	165927371	1708606	1708606	1711436	0	0
chr1	164215623	164215935	BC055845_2810025M15Rik	+	159342483	159350353	4865270	4873140	4865270	0	0
chr1	164215623	164215935	BC054802_9630058J23Rik	+	181476521	181558044	17260586	17260586	17342109	0	0
chr1	164215623	164215935	BC049713_Ankrd45	+	163072817	163099826	1115797	1142806	1115797	0	0
chr1	164215623	164215935	BC052693_2810422O20Rik	+	165924541	165927371	1708606	1708606	1711436	0	0
chr1	164215623	164215935	BC055845_2810025M15Rik	+	159342483	159350353	4865270	4873140	4865270	0	0
chr1	164215623	164215935	BC054802_9630058J23Rik	+	181476521	181558044	17260586	17260586	17342109	0	0
chr1	167222964	167223261	BC052693_2810422O20Rik	+	165924541	165927371	1295593	1298423	1295593	0	0
chr1	167222964	167223261	BC049713_Ankrd45	+	163072817	163099826	4123138	4150147	4123138	0	0
chr1	167222964	167223261	BC055845_2810025M15Rik	+	159342483	159350353	7872611	7880481	7872611	0	0
chr1	167222964	167223261	BC054802_9630058J23Rik	+	181476521	181558044	14253260	14253260	14334783	0	0
chr1	167222964	167223261	BC052693_2810422O20Rik	+	165924541	165927371	1295593	1298423	1295593	0	0
chr1	167222964	167223261	BC049713_Ankrd45	+	163072817	163099826	4123138	4150147	4123138	0	0
chr1	167222964	167223261	BC055845_2810025M15Rik	+	159342483	159350353	7872611	7880481	7872611	0	0
chr1	167222964	167223261	BC054802_9630058J23Rik	+	181476521	181558044	14253260	14253260	14334783	0	0
chr1	167906284	167906554	BC052693_2810422O20Rik	+	165924541	165927371	1978913	1981743	1978913	0	0
chr1	167906284	167906554	BC049713_Ankrd45	+	163072817	163099826	4806458	4833467	4806458	0	0
chr1	167906284	167906554	BC055845_2810025M15Rik	+	159342483	159350353	8555931	8563801	8555931	0	0
chr1	167906284	167906554	BC054802_9630058J23Rik	+	181476521	181558044	13569967	13569967	13651490	0	0
chr1	167906284	167906554	BC052693_2810422O20Rik	+	165924541	165927371	1978913	1981743	1978913	0	0
chr1	167906284	167906554	BC049713_Ankrd45	+	163072817	163099826	4806458	4833467	4806458	0	0
chr1	167906284	167906554	BC055845_2810025M15Rik	+	159342483	159350353	8555931	8563801	8555931	0	0
chr1	167906284	167906554	BC054802_9630058J23Rik	+	181476521	181558044	13569967	13569967	13651490	0	0
chr1	167906284	167906554	BC052693_2810422O20Rik	+	165924541	165927371	1978913	1981743	1978913	0	0
chr1	167906284	167906554	BC049713_Ankrd45	+	163072817	163099826	4806458	4833467	4806458	0	0
chr1	167906284	167906554	BC055845_2810025M15Rik	+	159342483	159350353	8555931	8563801	8555931	0	0
chr1	167906284	167906554	BC054802_9630058J23Rik	+	181476521	181558044	13569967	13569967	13651490	0	0
chr1	167906284	167906554	BC052693_2810422O20Rik	+	165924541	165927371	1978913	1981743	1978913	0	0
chr1	167906284	167906554	BC049713_Ankrd45	+	163072817	163099826	4806458	4833467	4806458	0	0
chr1	167906284	167906554	BC055845_2810025M15Rik	+	159342483	159350353	8555931	8563801	8555931	0	0
chr1	167906284	167906554	BC054802_9630058J23Rik	+	181476521	181558044	13569967	13569967	13651490	0	0
chr1	170255081	170255260	BC052693_2810422O20Rik	+	165924541	165927371	4327710	4330540	4327710	0	0
chr1	170255081	170255260	BC049713_Ankrd45	+	163072817	163099826	7155255	7182264	7155255	0	0
chr1	170255081	170255260	BC055845_2810025M15Rik	+	159342483	159350353	10904728	10912598	10904728	0	0
chr1	170255081	170255260	BC054802_9630058J23Rik	+	181476521	181558044	11221261	11221261	11302784	0	0
chr1	170255081	170255260	BC052693_2810422O20Rik	+	165924541	165927371	4327710	4330540	4327710	0	0
chr1	170255081	170255260	BC049713_Ankrd45	+	163072817	163099826	7155255	7182264	7155255	0	0
chr1	170255081	170255260	BC055845_2810025M15Rik	+	159342483	159350353	10904728	10912598	10904728	0	0
chr1	170255081	170255260	BC054802_9630058J23Rik	+	181476521	181558044	11221261	11221261	11302784	0	0
chr1	172620779	172620912	BC052693_2810422O20Rik	+	165924541	165927371	6693408	6696238	6693408	0	0
chr1	172620779	172620912	BC054802_9630058J23Rik	+	181476521	181558044	8855609	8855609	8937132	0	0
chr1	172620779	172620912	BC049713_Ankrd45	+	163072817	163099826	9520953	9547962	9520953	0	0
chr1	172620779	172620912	BC031781_BC031781	+	182781250	182798240	10160338	10160338	10177328	0	0
chr1	172620917	172621080	BC052693_2810422O20Rik	+	165924541	165927371	6693546	6696376	6693546	0	0
chr1	172620917	172621080	BC054802_9630058J23Rik	+	181476521	181558044	8855441	8855441	8936964	0	0
chr1	172620917	172621080	BC049713_Ankrd45	+	163072817	163099826	9521091	9548100	9521091	0	0
chr1	172620917	172621080	BC031781_BC031781	+	182781250	182798240	10160170	10160170	10177160	0	0
chr1	174376470	174376659	BC054802_9630058J23Rik	+	181476521	181558044	7099862	7099862	7181385	0	0
chr1	174376470	174376659	BC031781_BC031781	+	182781250	182798240	8404591	8404591	8421581	0	0
chr1	174376470	174376659	BC052693_2810422O20Rik	+	165924541	165927371	8449099	8451929	8449099	0	0
chr1	174376470	174376659	BC049713_Ankrd45	+	163072817	163099826	11276644	11303653	11276644	0	0
chr1	181061299	181061446	BC054802_9630058J23Rik	+	181476521	181558044	415075	415075	496598	0	0
chr1	181061299	181061446	BC031781_BC031781	+	182781250	182798240	1719804	1719804	1736794	0	0
chr1	181061299	181061446	BC057872_Rab3gap2	+	187028006	187110623	5966560	5966560	6049177	0	0
chr1	181061299	181061446	BC055955_A130010J15Rik	+	194999663	195004015	13938217	13938217	13942569	0	0
chr1	182479646	182479905	BC031781_BC031781	+	182781250	182798240	301345	301345	318335	0	0
chr1	182479646	182479905	BC054802_9630058J23Rik	+	181476521	181558044	921602	1003125	921602	0	0
chr1	182479646	182479905	BC057872_Rab3gap2	+	187028006	187110623	4548101	4548101	4630718	0	0
chr1	182479646	182479905	BC055955_A130010J15Rik	+	194999663	195004015	12519758	12519758	12524110	0	0
chr1	182479646	182479905	BC031781_BC031781	+	182781250	182798240	301345	301345	318335	0	0
chr1	182479646	182479905	BC054802_9630058J23Rik	+	181476521	181558044	921602	1003125	921602	0	0
chr1	182479646	182479905	BC057872_Rab3gap2	+	187028006	187110623	4548101	4548101	4630718	0	0
chr1	182479646	182479905	BC055955_A130010J15Rik	+	194999663	195004015	12519758	12519758	12524110	0	0
chr1	185854947	185855105	BC057872_Rab3gap2	+	187028006	187110623	1172901	1172901	1255518	0	0
chr1	185854947	185855105	BC031781_BC031781	+	182781250	182798240	3056707	3073697	3056707	0	0
chr1	185854947	185855105	BC054802_9630058J23Rik	+	181476521	181558044	4296903	4378426	4296903	0	0
chr1	185854947	185855105	BC055955_A130010J15Rik	+	194999663	195004015	9144558	9144558	9148910	0	0
chr1	185854947	185855105	BC057872_Rab3gap2	+	187028006	187110623	1172901	1172901	1255518	0	0
chr1	185854947	185855105	BC031781_BC031781	+	182781250	182798240	3056707	3073697	3056707	0	0
chr1	185854947	185855105	BC054802_9630058J23Rik	+	181476521	181558044	4296903	4378426	4296903	0	0
chr1	185854947	185855105	BC055955_A130010J15Rik	+	194999663	195004015	9144558	9144558	9148910	0	0
chr1	194258648	194259032	BC055955_A130010J15Rik	+	194999663	195004015	740631	740631	744983	0	0
chr1	194258648	194259032	AK030377_A330023F24Rik	-	196826186	196781953	2522921	2567154	2522921	0	0
chr1	194258648	194259032	BC057872_Rab3gap2	+	187028006	187110623	7148025	7230642	7148025	0	0
chr1	194258648	194259032	BC031781_BC031781	+	182781250	182798240	11460408	11477398	11460408	0	0
chr1	194258648	194259032	BC055955_A130010J15Rik	+	194999663	195004015	740631	740631	744983	0	0
chr1	194258648	194259032	AK030377_A330023F24Rik	-	196826186	196781953	2522921	2567154	2522921	0	0
chr1	194258648	194259032	BC057872_Rab3gap2	+	187028006	187110623	7148025	7230642	7148025	0	0
chr1	194258648	194259032	BC031781_BC031781	+	182781250	182798240	11460408	11477398	11460408	0	0
chr1	194645118	194645475	BC055955_A130010J15Rik	+	194999663	195004015	354188	354188	358540	0	0
chr1	194645118	194645475	AK030377_A330023F24Rik	-	196826186	196781953	2136478	2180711	2136478	0	0
chr1	194645118	194645475	BC057872_Rab3gap2	+	187028006	187110623	7534495	7617112	7534495	0	0
chr1	194645118	194645475	BC031781_BC031781	+	182781250	182798240	11846878	11863868	11846878	0	0
chr1	194957396	194957723	BC055955_A130010J15Rik	+	194999663	195004015	41940	41940	46292	0	0
chr1	194957396	194957723	AK030377_A330023F24Rik	-	196826186	196781953	1824230	1868463	1824230	0	0
chr1	194957396	194957723	BC057872_Rab3gap2	+	187028006	187110623	7846773	7929390	7846773	0	0
chr1	194957396	194957723	BC031781_BC031781	+	182781250	182798240	12159156	12176146	12159156	0	0
chr1	194957396	194957723	BC055955_A130010J15Rik	+	194999663	195004015	41940	41940	46292	0	0
chr1	194957396	194957723	AK030377_A330023F24Rik	-	196826186	196781953	1824230	1868463	1824230	0	0
chr1	194957396	194957723	BC057872_Rab3gap2	+	187028006	187110623	7846773	7929390	7846773	0	0
chr1	194957396	194957723	BC031781_BC031781	+	182781250	182798240	12159156	12176146	12159156	0	0
chr1	195324443	195324741	BC055955_A130010J15Rik	+	194999663	195004015	320428	324780	320428	0	0
chr1	195324443	195324741	AK030377_A330023F24Rik	-	196826186	196781953	1457212	1501445	1457212	0	0
chr1	195324443	195324741	BC057872_Rab3gap2	+	187028006	187110623	8213820	8296437	8213820	0	0
chr1	195324443	195324741	BC031781_BC031781	+	182781250	182798240	12526203	12543193	12526203	0	0
chr1	195330701	195330930	BC055955_A130010J15Rik	+	194999663	195004015	326686	331038	326686	0	0
chr1	195330701	195330930	AK030377_A330023F24Rik	-	196826186	196781953	1451023	1495256	1451023	0	0
chr1	195330701	195330930	BC057872_Rab3gap2	+	187028006	187110623	8220078	8302695	8220078	0	0
chr1	195330701	195330930	BC031781_BC031781	+	182781250	182798240	12532461	12549451	12532461	0	0
chr1	195338316	195338616	BC055955_A130010J15Rik	+	194999663	195004015	334301	338653	334301	0	0
chr1	195338316	195338616	AK030377_A330023F24Rik	-	196826186	196781953	1443337	1487570	1443337	0	0
chr1	195338316	195338616	BC057872_Rab3gap2	+	187028006	187110623	8227693	8310310	8227693	0	0
chr1	195338316	195338616	BC031781_BC031781	+	182781250	182798240	12540076	12557066	12540076	0	0
chr1	195342728	195342985	BC055955_A130010J15Rik	+	194999663	195004015	338713	343065	338713	0	0
chr1	195342728	195342985	AK030377_A330023F24Rik	-	196826186	196781953	1438968	1483201	1438968	0	0
chr1	195342728	195342985	BC057872_Rab3gap2	+	187028006	187110623	8232105	8314722	8232105	0	0
chr1	195342728	195342985	BC031781_BC031781	+	182781250	182798240	12544488	12561478	12544488	0	0
chr1	195384767	195385195	BC055955_A130010J15Rik	+	194999663	195004015	380752	385104	380752	0	0
chr1	195384767	195385195	AK030377_A330023F24Rik	-	196826186	196781953	1396758	1440991	1396758	0	0
chr1	195384767	195385195	BC057872_Rab3gap2	+	187028006	187110623	8274144	8356761	8274144	0	0
chr1	195384767	195385195	BC031781_BC031781	+	182781250	182798240	12586527	12603517	12586527	0	0
chr1	197057796	197057843	AK030377_A330023F24Rik	-	196826186	196781953	231610	231610	275843	0	0
chr1	197057796	197057843	BC055955_A130010J15Rik	+	194999663	195004015	2053781	2058133	2053781	0	0
chr1	197057796	197057843	BC057872_Rab3gap2	+	187028006	187110623	9947173	10029790	9947173	0	0
chr1	197057796	197057843	BC031781_BC031781	+	182781250	182798240	14259556	14276546	14259556	0	0
